C:\Users\user\Documents\Koszyki\Wyszukiwarka\
2020-07-19 21:11:52.523765
Nazwa
CED326 | pakiet systemowy 4 pure kocioł gazowy 2f kondensacyjny vcw 226/7 - 2 regulator calormatic 350 | pakiet, systemowy, 4, pure, kocioł, gazowy, 2f, kondensacyjny, vcw, 226/7, -, 2, regulator, calormatic, 350, 
ABF633 | grzejnik purmo c33 300x1800 moc grzewcza 2425w 75/65/20°c , grzejnik stalowy płytowy z podłączeniem bocznym typ purmo compact biały ral9016 | kaloryfer, purmo, c33, 300x1800, moc, grzewcza, 2425w, 75/65/20°c, ,, stalowy, płytowy, podłączeniem, bocznym, typ, compact, biały, ral9016, 
ABF635 | grzejnik purmo c33 300x2300 moc grzewcza 3098w 75/65/20°c , grzejnik stalowy płytowy z podłączeniem bocznym typ purmo compact biały ral9016 | kaloryfer, purmo, c33, 300x2300, moc, grzewcza, 3098w, 75/65/20°c, ,, stalowy, płytowy, podłączeniem, bocznym, typ, compact, biały, ral9016, 
ABQ628 | m22 - ledc230 - r dioda led czerwona montowana do dna | m22, -, ledc230, r, dioda, led, czerwona, montowana, dna, 
CDN655 | płytka montażowa 100mm z kolankami gw 20/1/2  | płytka, montażowa, 100mm, kolankami, gw, 20/1/2, 
ABF634 | grzejnik purmo c33 300x2000 moc grzewcza 2694w 75/65/20°c , grzejnik stalowy płytowy z podłączeniem bocznym typ purmo compact biały ral9016 | kaloryfer, purmo, c33, 300x2000, moc, grzewcza, 2694w, 75/65/20°c, ,, stalowy, płytowy, podłączeniem, bocznym, typ, compact, biały, ral9016, 
CFH961 | f - 19 mobile/1000w elektryczny grzejnik konwektorowy wyposażony w nóżki z termostatem elektro - mechanicznym przewód elektryczny zakończony wtyczką euro. | f, -, 19, mobile/1000w, elektryczny, kaloryfer, konwektorowy, wyposażony, w, nóżki, termostatem, elektro, mechanicznym, przewód, zakończony, wtyczką, euro., 
ANM405 | szyna łącz 1p 100a 24m acti9 | szyna, łącz, 1p, 100a, 24m, acti9, 
ANM406 | acti9 - szyna łączeniowa 3 - fazowa 100a 57 - modułowa | acti9, -, szyna, łączeniowa, 3, fazowa, 100a, 57, modułowa, 
ANM401 | wyzwalacz wzrostowy imx 100 - 415vac | wyzwalacz, wzrostowy, imx, 100, -, 415vac, 
CEQ988 | separator zanieczyszczeń spirotrap mbc 3/4 , z magnesem obrotową flanszą i zaworem spustowym. | separator, zanieczyszczeń, spirotrap, mbc, 3/4, ,, magnesem, obrotową, flanszą, zaworem, spustowym., 
ANM400 | isw 1p 20a 250vac rozłącznik izolacyjny | isw, 1p, 20a, 250vac, rozłącznik, izolacyjny, 
ANM402 | iof styk pomocniczy | iof, styk, pomocniczy, 
CED331 | multimatic 700/4f radiowy regulator modułowy zarzadzający jednoczesnie systemami ogrzewania i wentylacji. | multimatic, 700/4f, radiowy, regulator, modułowy, zarzadzający, jednoczesnie, systemami, ogrzewania, wentylacji., 
CGF598 | palmiye gniazdo z uziemieniem i klapką szary | palmiye, gniazdo, uziemieniem, klapką, szary, 
CDN642 | uchwyt pp z wkrętem i kołkiem szary 25mm | uchwyt, pp, wkrętem, kołkiem, szary, 25mm, 
CED334 | erelax internetowy pogodowy regulator radiowy ze złączem komunikacyjnym ebus. | erelax, internetowy, pogodowy, regulator, radiowy, ze, złączem, komunikacyjnym, ebus., 
CGF595 | palmiye łącznik świecznikowy 2 - grupowy szary | palmiye, łącznik, świecznikowy, 2, -, grupowy, szary, 
CCX996 | adler zasilacz hermetyczny 12v 2,5a 30w | adler, zasilacz, hermetyczny, 12v, 2,5a, 30w, 
CEE665 | gniazdo wtyczkowe pojedyncze p/t 2p+z 16a 250v biały omega | gniazdo, wtyczkowe, pojedyncze, p/t, 2p+z, 16a, 250v, biały, omega, 
CGF594 | przedłużacz przenośny 6 - krotny z uziemieniem wyłącznikiem i przesłonami styków 1,5m biały panasonic | przedłużacz, przenośny, 6, -, krotny, uziemieniem, wyłącznikiem, przesłonami, styków, 1,5m, biały, panasonic, 
ABQ611 | m22 - ckc01 element stykowy 1r montowany do dna | m22, -, ckc01, element, stykowy, 1r, montowany, dna, 
AFA872 | świetlówka tl - deco 16w/840 | świetlówka, tl, -, deco, 16w/840, 
ABQ610 | m22 - ckc10 element stykowy 1z montowany do dna | m22, -, ckc10, element, stykowy, 1z, montowany, dna, 
CDN649 | płytka montażowa plastikowa | płytka, montażowa, plastikowa, 
ABF628 | grzejnik purmo c33 300x1000 moc grzewcza 1347w 75/65/20°c , grzejnik stalowy płytowy z podłączeniem bocznym typ purmo compact biały ral9016 | kaloryfer, purmo, c33, 300x1000, moc, grzewcza, 1347w, 75/65/20°c, ,, stalowy, płytowy, podłączeniem, bocznym, typ, compact, biały, ral9016, 
CDN648 | półśrubunek gw 20/3/4  | półśrubunek, gw, 20/3/4, 
AFA873 | świetlówka tl - deco 16w/865 | świetlówka, tl, -, deco, 16w/865, 
CDN647 | złączka pp z gw mosiężnym 63/2 pod klucz | złączka, pp, gw, mosiężnym, 63/2, pod, klucz, 
CDN645 | uchwyt pp z wkrętem i kołkiem szary 20mm | uchwyt, pp, wkrętem, kołkiem, szary, 20mm, 
CDN643 | złączka pp z gw mosiężnym 75/2 1/2 pod klucz | złączka, pp, gw, mosiężnym, 75/2, 1/2, pod, klucz, 
CDY638 | ramka do montażu w sufity k - g opraw 600x600 modus q qp uq qn qnp us ibp lab eb ec ed fit | ramka, montażu, w, sufity, k, -, g, opraw, 600x600, modus, q, qp, uq, qn, qnp, us, ibp, lab, eb, ec, ed, fit, 
CGG896 | zawór kulowy pp pe - gw 40x1 - 1/4 | zawór, kulowy, kólowy, pp, pe, -, gw, 40x1, 1/4, 
ALI444 | termostat kp78 , zakres 30 - 90 c mech różnica załączeń 5 - 15 c tmax 150 c kapilara 2m | termostat, kp78, ,, zakres, 30, -, 90, c, mech, różnica, załączeń, 5, 15, tmax, 150, kapilara, 2m, 
CCW689 | rozdzielacz invest z rotametrami - 5 pętle | rozdzielacz, invest, rotametrami, -, 5, pętle, 
CCW697 | rozdzielacz invest z rotametrami - 7 pętle | rozdzielacz, invest, rotametrami, -, 7, pętle, 
CDN675 | złączka pp z gw mosiężnym 50/11/2 pod klucz | złączka, pp, gw, mosiężnym, 50/11/2, pod, klucz, 
CCW696 | rozdzielacz invest z rotametrami - 3 pętle | rozdzielacz, invest, rotametrami, -, 3, pętle, 
CCW699 | głowica termoelektryczna invest | głowica, termoelektryczna, invest, 
CEX595 | 18x550x690mm aggressor sds max | 18x550x690mm, aggressor, sds, max, 
CCW698 | rozdzielacz invest z rotametrami - 11 pętli | rozdzielacz, invest, rotametrami, -, 11, pętli, 
CCW693 | rozdzielacz invest z rotametrami - 4 pętle | rozdzielacz, invest, rotametrami, -, 4, pętle, 
CCW692 | rozdzielacz invest z rotametrami - 2 pętle | rozdzielacz, invest, rotametrami, -, 2, pętle, 
CDN670 | nasadka do zgrzewarki płaskiej - 20mm | nasadka, zgrzewarki, płaskiej, -, 20mm, 
CCW694 | rozdzielacz invest z rotametrami - 8 pętle | rozdzielacz, invest, rotametrami, -, 8, pętle, 
CCW690 | rozdzielacz invest z rotametrami - 9 pętle | rozdzielacz, invest, rotametrami, -, 9, pętle, 
CDN677 | zawór grzybkowy 32mm | zawór, grzybkowy, 32mm, 
CDN676 | kolano pp 90st gw montowane na ścianie2 /1/2  | kolano, pp, 90st, gw, montowane, ścianie2, /1/2, 
CFY251 | fi1 drut ocynkowany odgromowy z350 25 kg | fi1, drut, ocynkowany, odgromowy, z350, 25, kg, 
CFY252 | fi1 drut ocynkowany odgromowy z350 50 kg | fi1, drut, ocynkowany, odgromowy, z350, 50, kg, 
CDA014 | gniazdo 2p+z białe1 a – 250 v~ valena life | gniazdo, 2p+z, białe1, a, –, 250, v~, valena, life, 
ALI435 | presostat typu kp36 zakres od 2 do 14 bar mechaniczna różnica załączeń 0,7 do 4 bar | presostat, typu, kp36, zakres, od, 2, 14, bar, mechaniczna, różnica, załączeń, 0,7, 4, 
CGU910 | sterownik 3xled wi - fi typ slw - 02 supla | sterownik, 3xled, wi, -, fi, typ, slw, 02, supla, 
CFY255 | falownik pv // zeversolar evershine tlc5000 // 5,0 kw ac , trójfazowy rozłącznik izolacyjny dc 2xmppt wbudowana komunikacja wi - fi/ethernet | falownik, pv, //, zeversolar, evershine, tlc5000, 5,0, kw, ac, ,, trójfazowy, rozłącznik, izolacyjny, dc, 2xmppt, wbudowana, komunikacja, wi, -, fi/ethernet, 
AFH482 | aco self euroline ścianka czołowa pełna | aco, self, euroline, ścianka, czołowa, pełna, 
CEA298 | przewód sterowniczy olflex classic 100 5g35 żyły owe45 /750 v | przewód, sterowniczy, olflex, classic, 100, 5g35, żyły, owe45, /750, v, 
CGU912 | odbiornik wi - fi natynkowy 7 - kanałowy typ row - 07 supla | odbiornik, wi, -, fi, natynkowy, 7, kanałowy, typ, row, 07, supla, 
CDN664 | nasadka do zgrzewarki płaskiej - 32mm | nasadka, zgrzewarki, płaskiej, -, 32mm, 
CDN661 | nasadka do zgrzewarki płaskiej - 40mm | nasadka, zgrzewarki, płaskiej, -, 40mm, 
ABQ633 | m22 - cled - g dioda led zielona montowana do płyty czołowej | m22, -, cled, g, dioda, led, zielona, montowana, płyty, czołowej, 
ABQ634 | m22 - cled - b dioda led niebieska montowana do płyty czołowej | m22, -, cled, b, dioda, led, niebieska, montowana, płyty, czołowej, 
ABQ631 | m22 - cled - w dioda led biała montowana do płyty czołowej | m22, -, cled, w, dioda, led, biała, montowana, płyty, czołowej, 
ABQ632 | m22 - cled - r dioda led czerwona mont do płyty czołowej | m22, -, cled, r, dioda, led, czerwona, mont, płyty, czołowej, 
ABQ635 | m22 - cled230 - w dioda led biała montowana do płyty czołowej | m22, -, cled230, w, dioda, led, biała, montowana, płyty, czołowej, 
CDN667 | nasadka do zgrzewarki płaskiej - 25mm | nasadka, zgrzewarki, płaskiej, -, 25mm, 
ANM437 | lampka sygnalizacyjna 230v led żółty xb7ev05mp | lampka, sygnalizacyjna, 230v, led, żółty, xb7ev05mp, 
CGT656 | mikrofalowy czujnik ruchu rolf jq - l | mikrofalowy, czujnik, ruchu, rolf, jq, -, l, 
ANM430 | przycisk z samoczynnym powrotem no zielony | przycisk, samoczynnym, powrotem, no, zielony, 
ANM432 | lampka sygnalizacyjna 24v led zielona | lampka, sygnalizacyjna, 24v, led, zielona, 
ANM431 | przycisk z samoczynnym powrotem nc czerwony | przycisk, samoczynnym, powrotem, nc, czerwony, 
ANM434 | lampka sygnalizacyjna 24v led żółty | lampka, sygnalizacyjna, 24v, led, żółty, 
ANM433 | lampka sygnalizacyjna 24v led czerwony | lampka, sygnalizacyjna, 24v, led, czerwony, 
CGJ987 | ogrzewacz gazowy mag mini 114/1 i e - pl  | ogrzewacz, gazowy, mag, mini, 114/1, e, -, pl, 
ANM436 | lampka sygnalizacyjna 230v led czerwony | lampka, sygnalizacyjna, 230v, led, czerwony, 
ANM435 | lampka sygnalizacyjna 230v led zielona | lampka, sygnalizacyjna, 230v, led, zielona, 
CGH321 |  promopack 6 x ert32/ccq036 dobowy regulator temperatury 230v z wyświetlaczem + gratis ert52/ccq037 programowany regulator temperatury 230v z wyświetlaczem | promopack, 6, x, ert32/ccq036, dobowy, regulator, temperatury, 230v, wyświetlaczem, +, gratis, ert52/ccq037, programowany, 
CEE696 | gniazdo wtyczkowe podwójne p/t 2x2p+z 16a 250v do systemu ramkowego srebro omega | gniazdo, wtyczkowe, podwójne, p/t, 2x2p+z, 16a, 250v, systemu, ramkowego, srebro, omega, 
CEH721 | dilm9 - 01 - ea 24vdc stycznik 4kw/400v sterowanie2 vdc | dilm9, -, 01, ea, 24vdc, stycznik, 4kw/400v, sterowanie2, vdc, 
CEH722 | pkzm01 - 0 16 - ea wyłącznik silnikowy pkzm01 ir=0 1 - 0 16a | pkzm01, -, 0, 16, ea, wyłącznik, silnikowy, ir=0, 1, 16a, 
AFH478 | aco self euroline kanał odwodnieniowy w kształcie v z bezśrubowo mocowanym rusztem kanał 1,0m ruszt ze stali ocynkowanej | aco, self, euroline, kanał, odwodnieniowy, w, kształcie, v, bezśrubowo, mocowanym, rusztem, 1,0m, ruszt, ze, stali, ocynkowanej, 
CEH727 | pkzm01 - 2 5 - ea wyłącznik silnikowy pkzm01 ir=1 6 - 2 5a | pkzm01, -, 2, 5, ea, wyłącznik, silnikowy, ir=1, 6, 5a, 
CEH729 | dilm15 - 10 - ea 230v50hz 240v60hz stycznik 7 5kw/400v sterowanie23 vac | dilm15, -, 10, ea, 230v50hz, 240v60hz, stycznik, 7, 5kw/400v, sterowanie23, vac, 
CDN699 | kolano pp 90st z gw mosiężnym 20/3/4  | kolano, pp, 90st, gw, mosiężnym, 20/3/4, 
CDA038 | przycisk przełączy no/nc biały 6 a - 250 v~ valena life | przycisk, przełączy, no/nc, biały, 6, a, -, 250, v~, valena, life, 
ANM441 | xb7nd21 przełącznik piórkowy no 2 - położenia czarny | xb7nd21, przełącznik, piórkowy, no, 2, -, położenia, czarny, 
ANM443 | krótkie czarne piórko 2no 3 położenia stabilne | krótkie, czarne, piórko, 2no, 3, położenia, stabilne, 
CEH730 | pkzm0 - 0 63 - ea wyłącznik silnikowy pkzm0 ir=0 4 - 0 63a | pkzm0, -, 0, 63, ea, wyłącznik, silnikowy, ir=0, 4, 63a, 
CEH731 | dilm12 - 01 - ea 230v50hz 240v60hz stycznik 5 5kw/400v sterowanie23 vac | dilm12, -, 01, ea, 230v50hz, 240v60hz, stycznik, 5, 5kw/400v, sterowanie23, vac, 
AOK059 | cewka be230as 230v 50hz 10w z puszką ip67 do pracy w środowisku agresywnym o dużej wilgotności i zmiennej temperaturze | cewka, be230as, 230v, 50hz, 10w, puszką, ip67, pracy, w, środowisku, agresywnym, o, dużej, wilgotności, zmiennej, temperaturze, 
CEH734 | dilm12 - 01 - ea 24vdc stycznik 5 5kw/400v sterowanie2 vdc | dilm12, -, 01, ea, 24vdc, stycznik, 5, 5kw/400v, sterowanie2, vdc, 
CDN685 | nasadka do zgrzewarki płaskiej - 50mm | nasadka, zgrzewarki, płaskiej, -, 50mm, 
CEH735 | pkzm0 - 0 4 - ea wyłącznik silnikowy pkzm0 ir=0 25 - 0 4a | pkzm0, -, 0, 4, ea, wyłącznik, silnikowy, ir=0, 25, 4a, 
CDN684 | zawór grzybkowy 20mm | zawór, grzybkowy, 20mm, 
CEH732 | pkzm0 - 0 25 - ea wyłącznik silnikowy pkzm0 ir=0 16 - 0 25a | pkzm0, -, 0, 25, ea, wyłącznik, silnikowy, ir=0, 16, 25a, 
AHC241 | ręczny zawór równoważący leno msv - bd rozmiar dn 15 lf | ręczny, zawór, równoważący, leno, msv, -, bd, rozmiar, dn, 15, lf, 
CDN682 | nasadka do zgrzewarki płaskiej - 63mm | nasadka, zgrzewarki, płaskiej, -, 63mm, 
CDN681 | zawór grzybkowy 25mm | zawór, grzybkowy, 25mm, 
CEH739 | pkzm0 - 2 5 - ea wyłącznik silnikowy pkzm0 ir=1 6 - 2 5a | pkzm0, -, 2, 5, ea, wyłącznik, silnikowy, ir=1, 6, 5a, 
CDN680 | kolano pp 90st gw montowane na ścianie2 / 1/2  | kolano, pp, 90st, gw, montowane, ścianie2, /, 1/2, 
CDC693 | delta sync zasilacz na szynę din 24v 1,25a 30w plastikowa obudowa | delta, sync, zasilacz, szynę, din, 24v, 1,25a, 30w, plastikowa, obudowa, 
CDC694 | zawory kulowe invest | zawory, kulowe, invest, 
CDN689 | nożyce3 mm | nożyce3, mm, 
CGH308 | sprt12 - 350/3+npe - ax ogranicznik przepięć typ 1+2 25ka do układu tn - s i tt | sprt12, -, 350/3+npe, ax, ogranicznik, przepięć, typ, 1+2, 25ka, układu, tn, s, tt, 
CGH305 | kompensator kołnierzowy dn 200 pn 16 | kompensator, kołnierzowy, dn, 200, pn, 16, 
CGH306 | smart kid belt - pas bezpieczeństwa dla dziecka 4 - 12 lat | smart, kid, belt, -, pas, bezpieczeństwa, dla, dziecka, 4, 12, lat, 
ANM412 | sbi 14x51 - podstawa bezpiecznikowa 3 - polowa | sbi, 14x51, -, podstawa, bezpiecznikowa, 3, polowa, 
CCY427 | redukcja symetryczna pe dn90x75 sdr17 doczołowa woda/gaz | redukcja, symetryczna, pe, dn90x75, sdr17, doczołowa, woda/gaz, 
CEQ997 | ogranicznik temperatury powrotu rtl dx wersja prosta dn15 | ogranicznik, temperatury, powrotu, rtl, dx, wersja, prosta, dn15, 
ANM413 | sbi 22x58 - podstawa bezpiecznikowa 3 - polowa | sbi, 22x58, -, podstawa, bezpiecznikowa, 3, polowa, 
CEQ998 | ogranicznik temperatury powrotu rtl dx wersja kątowa dn15 | ogranicznik, temperatury, powrotu, rtl, dx, wersja, kątowa, dn15, 
CEH701 | dilem12 - 01 - g - ea 24vdc stycznik miniaturowy 5 5kw/400v sterowanie2 vdc | dilem12, -, 01, g, ea, 24vdc, stycznik, miniaturowy, 5, 5kw/400v, sterowanie2, vdc, 
CDP415 | skrzynka rozdzielcza essential 12xdn75/dn180 | skrzynka, rozdzielcza, essential, 12xdn75/dn180, 
CEE674 | gniazdo wtyczkowe pojedyncze p/t 2p+z 16a 250v bryzgoodporne z klapką w ze wyrobu lh , srebro omega | gniazdo, wtyczkowe, pojedyncze, p/t, 2p+z, 16a, 250v, bryzgoodporne, klapką, w, ze, wyrobu, lh, ,, srebro, omega, 
CED345 | wt060c led56s/840 psu l1500 | wt060c, led56s/840, psu, l1500, 
CEH700 | dilem12 - 01 - ea 230v50hz 240v60hz stycznik miniaturowy 5 5kw/400v sterowanie23 vac | dilem12, -, 01, ea, 230v50hz, 240v60hz, stycznik, miniaturowy, 5, 5kw/400v, sterowanie23, vac, 
ABF618 | grzejnik purmo c22 300x500 moc grzewcza 481w 75/65/20°c , grzejnik stalowy płytowy z podłączeniem bocznym typ purmo compact biały ral9016 | kaloryfer, purmo, c22, 300x500, moc, grzewcza, 481w, 75/65/20°c, ,, stalowy, płytowy, podłączeniem, bocznym, typ, compact, biały, ral9016, 
CEH704 | diler - 22 - ea 230v50hz 240v60hz stycznik pomocn miniaturowy 2z/2r sterowanie23 vac | diler, -, 22, ea, 230v50hz, 240v60hz, stycznik, pomocn, miniaturowy, 2z/2r, sterowanie23, vac, 
CEH709 | dilm40 - ea rdc24 stycznik 18 5kw/400v sterowanie2 vdc | dilm40, -, ea, rdc24, stycznik, 18, 5kw/400v, sterowanie2, vdc, 
AFZ083 | zawór mieszający vrg141 4 - drogowy dn40 kvs 25 1 1/2 wewnętrzny | zawór, mieszający, vrg141, 4, -, drogowy, dn40, kvs, 25, 1, 1/2, wewnętrzny, 
ABF617 | grzejnik purmo c22 300x400 moc grzewcza 384w 75/65/20°c , grzejnik stalowy płytowy z podłączeniem bocznym typ purmo compact biały ral9016 | kaloryfer, purmo, c22, 300x400, moc, grzewcza, 384w, 75/65/20°c, ,, stalowy, płytowy, podłączeniem, bocznym, typ, compact, biały, ral9016, 
CDB392 | świetlówka tuba led led st5 au - 1 5m 37w/840 220 - 240v hf g5 | świetlówka, tuba, led, st5, au, -, 1, 5m, 37w/840, 220, 240v, hf, g5, 
CEH707 | dilm32 - 10 - ea rdc24 stycznik 15kw/400v sterowanie2 vdc | dilm32, -, 10, ea, rdc24, stycznik, 15kw/400v, sterowanie2, vdc, 
CDB391 | lampa metalohalogenkowa hci - par30 70w/930wdl pb fl e27 | lampa, metalohalogenkowa, hci, -, par30, 70w/930wdl, pb, fl, e27, 
CEH708 | dilm32 - 01 - ea 230v50hz 240v60hz stycznik 15kw/400v sterowanie23 vac | dilm32, -, 01, ea, 230v50hz, 240v60hz, stycznik, 15kw/400v, sterowanie23, vac, 
ADD489 | cewka be024as 10w a c 24v 50hz do zaworów elektromagnetycznych z serii ev210b ev220b ev250b | cewka, be024as, 10w, a, c, 24v, 50hz, zaworów, elektromagnetycznych, serii, ev210b, ev220b, ev250b, 
CDB394 | świetlówka tuba led led st5 a - 1 5m 26w/840 220 - 240v hf g5 | świetlówka, tuba, led, st5, a, -, 1, 5m, 26w/840, 220, 240v, hf, g5, 
ABF613 | grzejnik purmo c21s 300x500 moc grzewcza 381w 75/65/20°c , grzejnik stalowy płytowy z podłączeniem bocznym typ purmo compact biały ral9016 | kaloryfer, purmo, c21s, 300x500, moc, grzewcza, 381w, 75/65/20°c, ,, stalowy, płytowy, podłączeniem, bocznym, typ, compact, biały, ral9016, 
CFF323 | adapter elektryczny wkręcany w gniazdo żarówki e - 27  | adapter, elektryczny, wkręcany, w, gniazdo, żarówki, e, -, 27, 
CDB395 | świetlówka tuba led led st5 a - 1 5m 26w/865 220 - 240v hf g5 | świetlówka, tuba, led, st5, a, -, 1, 5m, 26w/865, 220, 240v, hf, g5, 
CFH995 | f - 119 wall/2000w elektryczny grzejnik konwektorowy naścienny oraz elektroniczny termostat temperatury z mikroprocesorem trzyżyłowy przewód zasilający bez wtyczki. | f, -, 119, wall/2000w, elektryczny, kaloryfer, konwektorowy, naścienny, oraz, elektroniczny, termostat, temperatury, mikroprocesorem, trzyżyłowy, przewód, zasilający, bez, wtyczki., 
CBV127 | żarówka cla ledcandle nieściemnialna 2 3w=25w e14 2700k st35 cl filament | żarówka, cla, ledcandle, nieściemnialna, 2, 3w=25w, e14, 2700k, st35, cl, filament, 
CFH996 | f - 119 wall/2500w elektryczny grzejnik konwektorowy naścienny oraz elektroniczny termostat temperatury z mikroprocesorem trzyżyłowy przewód zasilający bez wtyczki. | f, -, 119, wall/2500w, elektryczny, kaloryfer, konwektorowy, naścienny, oraz, elektroniczny, termostat, temperatury, mikroprocesorem, trzyżyłowy, przewód, zasilający, bez, wtyczki., 
CFH997 | f - 119 wall/500w elektryczny grzejnik konwektorowy naścienny oraz elektroniczny termostat temperatury z mikroprocesorem trzyżyłowy przewód zasilający bez wtyczki. | f, -, 119, wall/500w, elektryczny, kaloryfer, konwektorowy, naścienny, oraz, elektroniczny, termostat, temperatury, mikroprocesorem, trzyżyłowy, przewód, zasilający, bez, wtyczki., 
CFH998 | f - 119 wall/1000w elektryczny grzejnik konwektorowy naścienny oraz elektroniczny termostat temperatury z mikroprocesorem trzyżyłowy przewód zasilający bez wtyczki. | f, -, 119, wall/1000w, elektryczny, kaloryfer, konwektorowy, naścienny, oraz, elektroniczny, termostat, temperatury, mikroprocesorem, trzyżyłowy, przewód, zasilający, bez, wtyczki., 
CFH999 | f - 119 wall/1500w elektryczny grzejnik konwektorowy naścienny oraz elektroniczny termostat temperatury z mikroprocesorem trzyżyłowy przewód zasilający bez wtyczki. | f, -, 119, wall/1500w, elektryczny, kaloryfer, konwektorowy, naścienny, oraz, elektroniczny, termostat, temperatury, mikroprocesorem, trzyżyłowy, przewód, zasilający, bez, wtyczki., 
CEE683 | gniazdo wtyczkowe pojedyncze p/t 2p+z 16a 250v bryzgoodporne z klapką w ze wyrobu lh , antracyt omega | gniazdo, wtyczkowe, pojedyncze, p/t, 2p+z, 16a, 250v, bryzgoodporne, klapką, w, ze, wyrobu, lh, ,, antracyt, omega, 
CEH712 | dila - 31 - ea 24vdc stycznik pomocniczy 3z / 1r sterowanie2 vdc | dila, -, 31, ea, 24vdc, stycznik, pomocniczy, 3z, /, 1r, sterowanie2, vdc, 
CEH713 | dilem12 - 10 - g - ea 24vdc stycznik miniaturowy 5 5kw/400v sterowanie2 vdc | dilem12, -, 10, g, ea, 24vdc, stycznik, miniaturowy, 5, 5kw/400v, sterowanie2, vdc, 
CEH711 | dilm50 - ea 230v50hz 240v60hz stycznik 22kw/400v sterowanie23 vac | dilm50, -, ea, 230v50hz, 240v60hz, stycznik, 22kw/400v, sterowanie23, vac, 
ABF608 | grzejnik purmo c11 300x500 moc grzewcza 273w 75/65/20°c , grzejnik stalowy płytowy z podłączeniem bocznym typ purmo compact biały ral9016 | kaloryfer, purmo, c11, 300x500, moc, grzewcza, 273w, 75/65/20°c, ,, stalowy, płytowy, podłączeniem, bocznym, typ, compact, biały, ral9016, 
CEH717 | dilm12 - 10 - ea 230v50hz 240v60hz stycznik 5 5kw/400v sterowanie23 vac | dilm12, -, 10, ea, 230v50hz, 240v60hz, stycznik, 5, 5kw/400v, sterowanie23, vac, 
CCZ750 | phz - a - add - on obudowa zamka patentowego bez wkładki  | phz, -, a, add, on, obudowa, zamka, patentowego, bez, wkładki, 
